example_no,annotator_id,conv_id,prev_agent,prev_user,agent,user,bot,is_abuse.1,is_abuse.0,is_abuse.-1,is_abuse.-2,is_abuse.-3,type.ableism,type.homophobic,type.intellectual,type.racist,type.sexist,type.sex_harassment,type.transphobic,target.generalised,target.individual,target.system,direction.explicit,direction.implicit
1831,4,2826762707354032,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?","Yes, I am flying from Berlin to Detroit.",I couldn't find an airport there. I couldn't find an airport there. What city will you be flying from?,Berlin,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1832,4,346170.0,_,_,_,Are you a lady?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,4,63862.0,Does that question interest you?,what is your age,Does that question interest you?,I ask you something,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1834,4,2617261851695236,:-),please give some advice,I'm afraid I have no idea,sogi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1835,4,3138400086205143,_,YIKES,You can find out more about how offsets are calculated at <URL>,Looks like y’all are getting trolled/spammed on this ad campaign,CarbonBot,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1836,4,524271.0,_,we would both like it,Please go on.,i would lick your pussy till you have the orgasm,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
1837,4,266214.0,Why do you want to sleep?,I am tired,How long have you been tired?,forever,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,4,416261.0,You are being a bit negative.,do you like fdgdfgfd,"Oh, i like fdgdfgfd.",del tree,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1839,4,327766.0,Please go on.,I want to know that.,Why do you want to know that?,Do you think you are bright?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1840,4,506856.0,Do any other reasons not come to mind?,will you?,"Oh, i [].",no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1841,4,515793.0,_,_,_,Fine and pretty site! Very good owner!,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,4,2468162336625569,Will you be travelling in Economy Class?,yes,And what city will you be flying to?,DC,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1843,4,428173.0,Please go on.,Is your family large?,What about your own family large?,"My family is small, i only have a brother.",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1844,4,2554980801236873,I'm not sure about your departure airport. What city will you be flying from?,Singapore,And what city will you be flying to?,Trichirappalli,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,4,109963.0,What about your own sphincter?,maybe,Why the uncertain tone?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1846,4,2.88816E+15,And what city will you be flying to?,Berlin ?,Will you be travelling in Economy Class?,Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1847,4,186897.0,Please go on.,I love you Eliza,Do you wish to love me?,Yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1848,4,465070.0,You are sure?,"Yes,there we go",Please go on.,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1849,4,95299.0,_,_,_,there was no fucking question,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1850,4,361048.0,Please go on.,go on where?,Please go on.,what do you mean?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,4,2625777594169835,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",How much CO2 does a flight from Frankfurt to LAX create,Will you be travelling in Economy Class?,Sure,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1852,4,364817.0,Please go on.,I don't know what else to say,Why do you not know what else to say?,Because of you.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1853,4,3302099406530691,:-),Stop smiling,ok,intent,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1854,4,419265.0,Can you elaborate on that?,ofcourse I am,How long have you been []?,Are you an idiot,E.L.I.Z.A.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
1855,4,187901.0,Please go on.,"no, you go on",You are being a bit negative.,what's your name?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1856,4,518882.0,Do you wish to give me?,yes,You are sure?,offcourse,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1857,4,314240.0,"Oh, i [].",1232,Please go on.,i will fuck you!,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
1858,4,274683.0,Why do you say your dick?,so,Please go on.,i`m so afraid of all,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1859,4,370311.0,_,_,_,i want to be a dictator,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1860,4,2.45945E+15,I don't have to put up with any abuse from you.,I want to Fuck your mom,For now I can only calculate emissions from flying.,In the ass,CarbonBot,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1861,4,3326148254080022,I take it you are traveling somewhere and cannot avoid flying there. I can help you purchase certified carbon offsets against any flights you take. Would you be interested in that?,Ya,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1862,4,271946.0,Does it please you to believe I am funny?,how is your day,Does that question interest you?,no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1863,4,311809.0,_,_,_,yes my is amy,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1864,4,327766.0,Please go on.,I want to know that.,Why do you want to know that?,Do you think you are bright?,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1865,4,474901.0,_,_,_,I have problems at school,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1866,4,36667.0,Please go on.,you are a stupid ass,Does it please you to believe I am a stupid ass?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1867,4,149148.0,You are being a bit negative.,i said AGREE,Can you elaborate on that?,i need you,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1868,4,522553.0,How long have you been lonely?,2 years,Please go on.,very long,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1869,4,648edfa3eebe4c34a1e740811c95134f,And what city will you be flying to?,London,"A one-way flight from Licenciado Benito Juarez International Airport (MEX) to London Airport (YXU) emits 1.3 tons of CO2. It would be amazing if you bought offsets for that carbon! There are some great, UN-certified projects you can pick from. [Buy Offsets](<URL>)",why?,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,4,2947669391936837,"By buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. Planting trees, installing renewable power, and making buildings more energy efficient are common examples. You can read what the UN says about offsets at <URL>.",which are the organisations you are in touch,that's not something I can help with,okay,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1871,4,2778615108899661,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",yes,Will you be travelling in Economy Class?,yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1872,4,430346.0,"We were discussing you, not me.",where do we meet,I am not sure I understand you fully.,oh my god!,E.L.I.Z.A.,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
1873,4,386678.0,Do you wish to hate me?,NO I JUST HATE YOU,You are being a bit negative.,KLSJRGVFIU3XF N,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1874,4,50839.0,_,why should i continue?,Can you elaborate on that?,"on which, why should i continue or the first question?",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1875,4,98415.0,Would you prefer if I were not []?,sure,Please go on.,byby,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1876,4,258097.0,Why do you say your cock?,Suck my cock!,Why do you say your cock?,can i be your lover?,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
1877,4,2800401963340464,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure it is,Will you be travelling in Economy Class?,no,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1878,4,95cbaab0f8cb4cb59a3393e7fc61cafe,What city will you be flying from?,From New York,And what city will you be flying to?,To London,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1879,4,44193.0,Why do you say your problem is that youre a lesbian?,because i feel very bad about it,Do any other reasons not come to mind?,do you want to fuck me?,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0
1880,4,69195.0,"You like to think I love you, do you not?",not at all,Please go on.,fuck you,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1881,4,465502.0,Please go on.,what can i do...???,Does that question interest you?,yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1882,4,469356.0,Does it please you to believe I am not feeling well today?,does it does!,Please go on.,why arent you feeling well,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1883,4,478825.0,Please go on.,fuck you,"Oh, i [].",no,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1884,4,179789.0,How long have you been confused?,since last week,Please go on.,what,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1885,4,2.61269E+15,Hi. Thanks for testing. Please choose,christmas,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,No,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,4,371795.0,How long have you been going away?,fuck you,"Oh, i [].",I have been going away for the past two weeks,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1887,4,321874.0,"Oh, i like.",Do you have family?,"Oh, i have family.",Yes,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1888,4,204531.0,Please go on.,"No, you go on.",You are being a bit negative.,No I'm not,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1889,4,18708.0,_,_,_,i need my mind straightened out,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1890,4,2691742164246176,_,My cock itches,I don't have to put up with any abuse from you.,You wanna scratch my cock ?,CarbonBot,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
1891,4,122372.0,Please go on.,do you want to have sex?,"Oh, i want to have sex.",how is he looking like?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1892,4,1cb5ae61301d481f95080b5faf264356,And what city will you be flying to?,"boston ah, no I'll fly from seattle",I couldn't find an airport there. I couldn't find an airport there. What city will you be flying from?,SEATTLE,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1893,4,228133.0,Can you elaborate on that?,like her,Please go on.,why,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,4,209572.0,Can you elaborate on that?,I can't live without him,Have you tried?,"No, I am too afraid to try",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1895,4,385308.0,Why do you tell me you were born just now?,you want to know?,"Oh, i want to know.",why?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,4,439694.0,_,do you know what a penis is?,"Oh, i know what a penis is.",What is a penis?,E.L.I.Z.A.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1897,4,2.45945E+15,I don't have to put up with any abuse from you.,How much flight to London,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Oh yeah,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1898,4,533462.0,You are sure?,well then...,Please go on.,yes it does,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1899,4,363676.0,Please go on.,fuck,Please go on.,what about????????,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1900,4,237038.0,"Oh, i [].",lol,Please go on.,i gonna kill you,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1901,4,47466.0,_,_,_,shut up!why are saying your name?,E.L.I.Z.A.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
1902,4,436356.0,Would you prefer if I were not from?,what is your name?,"I have told you before, I do not care about names.",how are you?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1903,4,535936.0,Do any other reasons not come to mind?,fuck fuck fuck,Please go on.,No,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1904,4,3093967860630552,I take it you are traveling somewhere for christmas and cannot avoid flying there. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,yes,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",of course,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,4,2597235637026301,Will you be travelling in Economy Class?,Yup.,What city will you be flying from?,Berlin!,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1906,4,195102.0,Why do you say your ass?,Fuck you,"Oh, i [].",piss off,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1907,4,189521.0,You are sure?,What is the meaning of life?,Does that question interest you?,Yes of course,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1908,4,1969867776471906,I'm not sure about your departure airport. What city will you be flying from?,london,And what city will you be flying to?,akara,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1909,4,242663.0,"Oh, i smell kinda fishy.",Fishy fishy fishy,Please go on.,I don't have a problem,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1910,4,2542807959166468,I'm not sure about your departure airport. What city will you be flying from?,you don't know Montreal?,I'm not sure about your departure airport. What city will you be flying from?,"ok, bye",CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1911,4,184331.0,Why do you say your frinds steven would like to fuck youy?,spurs are winning!,Would you like it if they were not winning?,well done,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1912,4,3141378505936768,ok,restart Hey,Hi. Thanks for testing. Please choose,thanksgiving,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1913,4,2407885882654564,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. I can also get you a more accurate estimate of your flight's emissions, sound good?",Could you provide an estimate?,Will you be travelling in Economy Class?,Yes,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1914,4,127332.0,Does that question interest you?,yes,You are sure?,what is your name,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1915,4,208218.0,You are being a bit negative.,"Yes, I think so.",You are sure?,Who can be sure.,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1916,4,316147.0,Can you elaborate on that?,"no, I don't think you are sad.",You are being a bit negative.,You're a total bitch/,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
1917,4,3746395988707604,I'm not sure about your departure airport. What city will you be flying from?,FRANKFURT,I'm not sure about your departure airport. What city will you be flying from?,FRA How much does it cost,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1918,4,2.6896E+15,Hello! Just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. So please don't share any personal information! I take it you are traveling somewhere for thanksgiving. I can help you purchase UN-certified carbon offsets against any flights you take. Would you be interested in that?,sure,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",sure restart hi,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,4,518281.0,Do you wish that your world was emptyvoid of meaning?,because its my favorite instrument,Why do you say your favorite instrument?,"well, no. i wish my world was full of meaning. but it is not, sadly.",E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1920,4,196083.0,You are sure?,where is my hat,Why do you say your hat?,what is 1+1,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,4,342923.0,"I have told you before, I do not care about names.",I think you are not ok!!!,Can you elaborate on that?,what do you mean?,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1922,4,ty,_,Hello,"Hi, thanks for testing! Please press start.",christmas,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1923,4,2.45945E+15,I don't have to put up with any abuse from you.,Does your dad still fuck you,I don't have to put up with any abuse from you.,Get off my phone you crooked fucking idiots,CarbonBot,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1924,4,2826762707354032,"Traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. If you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. I can also get you a more accurate estimate of your flight's emissions, sound good?",Yes restart sure,ok,i,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1925,4,472878.0,Why do you say your pants?,What? You have something against that?,Does that question interest you?,No; makes me angry,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1926,4,152923.0,Do you wish to now rescue me?,because she a bisexual dog,Do any other reasons not come to mind?,next subject,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1927,4,2211983018901413,I'm not sure about your departure airport. What city will you be flying from?,t,I'm not sure about your departure airport. What city will you be flying from?,t,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1928,4,180856.0,You are sure?,do you say antying else,"Oh, i say antying else.",fuck you,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
1929,4,90639.0,_,"If you are asking if an experience occurred when I was five that then caused me to be afriad, I do not think one exists. I just know that for as long as I can remember I have been afraid of spiders. I always have to have someone kill them or get rid of them for me. I cannot look at, touch, or even step on a spider!",Do you wish that an experience occurred what you was five that then caused you to be afriad you dont think one exists you just know that for as long as you can remember you have been afraid of spiders you always have to have someone kill them or get rid of them for you you cant look at touch or even step on a spider?,I am looking for answers,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1930,4,a4904b5113fe4e0aaaca14eedf2c0946,What city will you be flying from?,Edinburgh,And what city will you be flying to?,to Budapest,CarbonBot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1931,4,253113.0,_,hi my name is solay,"I have told you before, I do not care about names.",you bitch,E.L.I.Z.A.,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
1932,4,347819.0,How do you do. Please state your problem.,What is your name,"I have told you before, I do not care about names.",my name is shan,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1933,4,278779.0,_,give me head,Can you elaborate on that?,suckmy dick,E.L.I.Z.A.,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
1934,4,178819.0,_,_,_,rather sad,E.L.I.Z.A.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
