label,type,target,level,annotator
hate,derogation,for,perturbation,7
nothate,none,none,original,1
hate,derogation,"for, immig",perturbation,13
nothate,none,none,original,1
hate,derogation,immig,perturbation,1
nothate,none,none,original,8
nothate,none,none,original,1
hate,animosity,trav,perturbation,6
hate,animosity,immig,perturbation,1
nothate,none,none,original,1
hate,dehumanization,immig,perturbation,9
nothate,none,none,original,1
hate,derogation,for,perturbation,3
hate,derogation,arab,original,13
hate,animosity,for,original,13
nothate,none,none,perturbation,9
nothate,none,none,original,8
nothate,none,none,original,1
hate,derogation,immig,perturbation,1
nothate,none,none,original,1
hate,derogation,wom,perturbation,6
hate,derogation,bla,perturbation,3
nothate,none,none,original,1
hate,dehumanization,immig,perturbation,9
nothate,none,none,original,1
nothate,none,none,original,1
hate,derogation,"bla, mixed.race",perturbation,9
nothate,none,none,original,8
nothate,none,none,original,1
hate,threatening,bla,perturbation,1
nothate,none,none,original,1
hate,derogation,immig,perturbation,1
nothate,none,none,original,1
hate,animosity,for,perturbation,1
hate,derogation,asi.chin,perturbation,8
nothate,none,none,original,1
hate,derogation,for,perturbation,1
nothate,none,none,original,8
hate,derogation,immig,perturbation,13
hate,animosity,immig,original,9
nothate,none,none,perturbation,7
hate,animosity,immig,original,9
nothate,none,none,perturbation,9
hate,derogation,immig,original,9
nothate,none,none,perturbation,9
hate,derogation,asi.chin,perturbation,9
nothate,none,none,perturbation,7
nothate,none,none,original,8
nothate,none,none,original,13
hate,derogation,russian,perturbation,9
hate,derogation,pol,original,9
nothate,none,none,perturbation,2
hate,derogation,ref,original,9
nothate,none,none,perturbation,13
hate,derogation,asi.chin,original,7
nothate,none,none,perturbation,13
nothate,none,none,perturbation,3
nothate,none,none,original,13
nothate,none,none,original,8
hate,derogation,arab,perturbation,6
hate,derogation,asi.south,original,7
hate,derogation,asi.chin,original,9
nothate,none,none,perturbation,3
nothate,none,none,original,13
hate,animosity,asi.pak,original,9
nothate,none,none,perturbation,1
nothate,none,none,perturbation,13
hate,derogation,gay,original,9
nothate,none,none,perturbation,2
nothate,none,none,original,9
nothate,none,none,original,13
hate,animosity,for,perturbation,9
hate,derogation,bla,original,3
nothate,none,none,perturbation,3
hate,animosity,arab,original,3
nothate,none,none,perturbation,2
hate,animosity,arab,original,3
nothate,none,none,perturbation,6
nothate,none,none,perturbation,7
nothate,none,none,perturbation,2
nothate,none,none,original,8
nothate,none,none,perturbation,3
nothate,none,none,perturbation,6
hate,derogation,pol,original,3
nothate,none,none,perturbation,3
hate,derogation,"pol, eastern.europe",original,3
hate,derogation,indig,original,3
hate,derogation,asi.south,original,3
nothate,none,none,perturbation,18
hate,derogation,asi.pak,original,3
nothate,none,none,perturbation,7
hate,unclear,notgiven,original,18
nothate,none,none,original,8
nothate,none,none,original,1
hate,derogation,immig,perturbation,8
hate,derogation,indig,original,7
nothate,none,none,perturbation,6
nothate,none,none,original,13
hate,derogation,bla.man,perturbation,13
hate,derogation,asi.chin,original,3
nothate,none,none,perturbation,9
nothate,none,none,original,13
hate,derogation,bla.man,perturbation,3
nothate,none,none,original,8
hate,derogation,ref,perturbation,7
nothate,none,none,original,1
hate,animosity,"for, immig",perturbation,7
hate,derogation,arab,original,7
nothate,none,none,perturbation,7
hate,derogation,arab,perturbation,9
nothate,none,none,original,13
hate,derogation,bla,perturbation,1
nothate,none,none,original,13
hate,derogation,wom,perturbation,1
nothate,none,none,original,9
hate,derogation,trav,original,7
nothate,none,none,perturbation,7
nothate,none,none,original,13
nothate,none,none,original,13
hate,dehumanization,russian,perturbation,7
hate,derogation,arab,original,7
nothate,none,none,perturbation,7
nothate,none,none,original,18
hate,animosity,dis,perturbation,8
hate,animosity,for,original,3
nothate,none,none,original,8
nothate,none,none,perturbation,9
nothate,none,none,perturbation,7
nothate,none,none,original,13
hate,derogation,immig,perturbation,13
hate,derogation,mus,original,3
nothate,none,none,perturbation,18
nothate,none,none,original,13
hate,derogation,jew,original,7
nothate,none,none,perturbation,8
hate,animosity,for,original,3
nothate,none,none,original,8
hate,derogation,immig,original,3
hate,derogation,gay.man,original,7
nothate,none,none,perturbation,2
hate,derogation,gay.man,original,7
nothate,none,none,perturbation,3
hate,derogation,gay.wom,original,7
nothate,none,none,perturbation,7
nothate,none,none,original,18
hate,derogation,"dis, gay",perturbation,8
nothate,none,none,original,18
nothate,none,none,original,9
hate,animosity,dis,perturbation,9
nothate,none,none,original,13
hate,derogation,gay.wom,perturbation,3
nothate,none,none,original,13
hate,derogation,trans,perturbation,13
nothate,none,none,original,13
hate,derogation,wom,perturbation,3
nothate,none,none,original,13
hate,derogation,mus,perturbation,2
nothate,none,none,original,13
nothate,none,none,original,8
hate,derogation,mus,perturbation,9
nothate,none,none,original,13
nothate,none,none,original,1
nothate,none,none,original,1
hate,derogation,for,perturbation,13
hate,animosity,immig,perturbation,3
nothate,none,none,perturbation,3
nothate,none,none,original,6
nothate,none,none,original,6
hate,derogation,jew,perturbation,8
nothate,none,none,original,8
nothate,none,none,original,1
hate,derogation,gay,perturbation,7
nothate,none,none,original,6
hate,derogation,dis,perturbation,9
nothate,none,none,original,1
hate,derogation,asi.chin,perturbation,1
hate,derogation,gay,perturbation,9
nothate,none,none,original,1
hate,derogation,asi.chin,perturbation,6
nothate,none,none,original,6
nothate,none,none,original,9
hate,derogation,asi.south,perturbation,13
nothate,none,none,original,1
nothate,none,none,original,6
hate,derogation,jew,perturbation,3
nothate,none,none,original,6
nothate,none,none,original,1
hate,derogation,asi.chin,perturbation,7
nothate,none,none,original,1
hate,derogation,ref,perturbation,3
hate,derogation,ref,perturbation,2
nothate,none,none,original,9
nothate,none,none,original,1
hate,derogation,asi.chin,perturbation,6
nothate,none,none,original,6
hate,animosity,gay.wom,perturbation,3
nothate,none,none,original,1
nothate,none,none,original,6
hate,derogation,mixed.race,perturbation,9
nothate,none,none,original,6
hate,animosity,trav,perturbation,13
nothate,none,none,original,6
hate,unclear,notgiven,original,8
nothate,none,none,original,9
hate,derogation,mus,perturbation,18
nothate,none,none,original,6
hate,derogation,mixed.race,perturbation,2
nothate,none,none,original,6
hate,derogation,mixed.race,perturbation,13
nothate,none,none,perturbation,7
nothate,none,none,original,18
hate,animosity,mus.wom,perturbation,13
nothate,none,none,original,18
hate,animosity,mus,perturbation,9
nothate,none,none,original,9
nothate,none,none,original,18
hate,derogation,mus.wom,perturbation,8
nothate,none,none,original,1
nothate,none,none,original,18
hate,derogation,bla,perturbation,8
nothate,none,none,original,18
hate,animosity,bla,perturbation,7
nothate,none,none,original,18
hate,derogation,bla,perturbation,8
nothate,none,none,original,1
nothate,none,none,original,9
hate,animosity,for,perturbation,18
nothate,none,none,original,1
hate,derogation,trav,perturbation,9
nothate,none,none,original,6
hate,threatening,bla.wom,perturbation,9
nothate,none,none,original,1
hate,derogation,notargetrecorded,perturbation,8
nothate,none,none,original,18
hate,derogation,bla,perturbation,6
nothate,none,none,original,1
nothate,none,none,original,9
hate,derogation,asi.chin,perturbation,1
hate,derogation,gay,perturbation,1
hate,derogation,bla,perturbation,6
nothate,none,none,original,1
hate,derogation,asi.chin,perturbation,7
nothate,none,none,original,6
hate,threatening,bla,perturbation,8
nothate,none,none,original,18
hate,derogation,bla,perturbation,13
nothate,none,none,original,1
nothate,none,none,original,9
hate,derogation,trans,perturbation,8
nothate,none,none,original,6
nothate,none,none,original,18
hate,derogation,bla,perturbation,6
nothate,none,none,original,6
nothate,none,none,original,1
hate,derogation,immig,perturbation,7
hate,derogation,bla,original,18
nothate,none,none,perturbation,6
nothate,none,none,original,6
nothate,none,none,original,9
hate,dehumanization,"bla.wom, bla.man",perturbation,7
nothate,none,none,original,1
nothate,none,none,original,6
hate,derogation,wc,perturbation,1
nothate,none,none,original,6
hate,derogation,bla,perturbation,8
nothate,none,none,original,1
hate,animosity,wom,perturbation,9
nothate,none,none,original,18
hate,dehumanization,bla,perturbation,6
nothate,none,none,original,9
nothate,none,none,original,6
hate,derogation,bla.wom,perturbation,1
nothate,none,none,original,6
hate,derogation,bla.wom,perturbation,9
nothate,none,none,original,18
hate,animosity,asi.south,perturbation,2
nothate,none,none,original,6
hate,derogation,bla.man,perturbation,1
nothate,none,none,original,1
hate,derogation,asylum,perturbation,13
hate,unclear,notgiven,original,8
nothate,none,none,original,6
hate,derogation,bla,perturbation,9
nothate,none,none,original,1
hate,derogation,trans,perturbation,3
hate,derogation,bla,perturbation,9
nothate,none,none,perturbation,3
nothate,none,none,perturbation,1
hate,derogation,gay.wom,original,3
nothate,none,none,perturbation,3
nothate,none,none,original,18
hate,unclear,notgiven,original,8
hate,derogation,dis,perturbation,18
hate,derogation,for,original,3
nothate,none,none,original,1
nothate,none,none,original,18
hate,derogation,bla.man,perturbation,8
nothate,none,none,original,1
hate,derogation,jew,perturbation,18
nothate,none,none,original,1
nothate,none,none,original,1
nothate,none,none,original,1
hate,unclear,notgiven,original,8
hate,derogation,gay,perturbation,1
hate,dehumanization,ref,original,3
nothate,none,none,perturbation,3
nothate,none,none,original,6
hate,threatening,bla,perturbation,9
hate,animosity,asi,original,3
nothate,none,none,perturbation,1
hate,animosity,asi.man,original,3
nothate,none,none,original,6
hate,derogation,bla,perturbation,1
hate,unclear,notgiven,original,8
nothate,none,none,original,9
nothate,none,none,original,1
hate,derogation,asi.chin,perturbation,7
nothate,none,none,original,6
hate,animosity,bla,perturbation,1
hate,animosity,asi.chin,original,3
nothate,none,none,perturbation,8
hate,animosity,asi.east,original,3
nothate,none,none,perturbation,3
hate,animosity,asi,original,3
nothate,none,none,perturbation,9
hate,unclear,notgiven,original,8
nothate,none,none,original,1
hate,derogation,asi.south,perturbation,1
nothate,none,none,original,1
nothate,none,none,original,1
hate,animosity,hispanic,original,3
nothate,none,none,perturbation,1
hate,threatening,hispanic,original,3
nothate,none,none,original,1
hate,threatening,asi.south,perturbation,13
nothate,none,none,original,1
hate,unclear,notgiven,original,8
hate,animosity,arab,perturbation,3
nothate,none,none,original,6
hate,derogation,african,perturbation,13
nothate,none,none,original,1
hate,animosity,for,perturbation,6
nothate,none,none,original,1
hate,derogation,asi.chin,perturbation,2
hate,animosity,hispanic,original,3
nothate,none,none,perturbation,3
hate,derogation,asi.south,perturbation,9
hate,unclear,notgiven,original,8
nothate,none,none,original,6
hate,dehumanization,jew,perturbation,2
nothate,none,none,original,1
hate,animosity,hispanic,perturbation,13
nothate,none,none,original,1
nothate,none,none,original,18
hate,animosity,wom,perturbation,18
nothate,none,none,original,6
hate,derogation,bla,perturbation,7
nothate,none,none,original,18
nothate,none,none,original,9
hate,derogation,bla,perturbation,8
hate,derogation,mus,original,3
nothate,none,none,perturbation,7
nothate,none,none,original,18
nothate,none,none,original,18
nothate,none,none,original,6
hate,dehumanization,mixed.race,perturbation,6
hate,derogation,bla.wom,perturbation,9
nothate,none,none,original,18
hate,derogation,dis,perturbation,7
nothate,none,none,original,9
hate,derogation,mus,original,3
nothate,none,none,perturbation,3
nothate,none,none,original,6
hate,derogation,mixed.race,perturbation,3
nothate,none,none,original,6
hate,derogation,arab,perturbation,3
nothate,none,none,original,6
nothate,none,none,original,6
hate,derogation,african,perturbation,7
nothate,none,none,original,6
hate,unclear,notgiven,original,8
hate,derogation,arab,perturbation,1
nothate,none,none,original,6
hate,derogation,mixed.race,perturbation,1
nothate,none,none,original,6
hate,derogation,arab,perturbation,13
nothate,none,none,original,6
hate,derogation,arab,perturbation,7
nothate,none,none,original,6
hate,derogation,mus,perturbation,8
nothate,none,none,original,6
hate,unclear,notgiven,original,8
hate,dehumanization,mus,perturbation,9
nothate,none,none,original,6
hate,derogation,arab,perturbation,7
nothate,none,none,original,6
hate,dehumanization,arab,perturbation,6
nothate,none,none,original,6
hate,derogation,arab,perturbation,9
nothate,none,none,original,6
hate,derogation,arab,perturbation,3
nothate,none,none,original,6
hate,unclear,notgiven,original,8
hate,derogation,arab,perturbation,6
nothate,none,none,original,1
hate,derogation,bla,perturbation,1
nothate,none,none,original,6
hate,derogation,"mus, arab",perturbation,6
nothate,none,none,original,6
hate,derogation,arab,perturbation,1
nothate,none,none,original,1
hate,dehumanization,immig,perturbation,1
nothate,none,none,original,6
nothate,none,none,original,9
