tweet,shock_annotator_sentiment,anger_annotator_sentiment,confusion_annotator_sentiment,sadness_annotator_sentiment,indifference_annotator_sentiment,disgust_annotator_sentiment,fear_annotator_sentiment,implicit,explicit,Abusive,Not Abusive,Very Abusive,Very Strongly Abusive,target_groups,tweet_length,special_characters
@user nyt went full retard,0,1,0,0,0,1,0,1,0,0,1,0,0,1,5,False
war mexico would solve this....bomb entire shithole country.... @url,1,1,0,1,1,0,1,1,0,1,0,0,0,1,10,False
@user @user @user screenshoting instagram followers mongol.. u randy deal,1,1,0,1,1,0,1,1,0,1,0,0,0,1,10,False
@user shausha mongol,1,1,0,1,1,0,1,1,0,1,0,1,0,1,3,False
@user shut ur dog retard,0,0,0,0,1,1,0,1,0,1,0,0,0,1,5,False
used sort thing happened shithole countries. @url,0,1,0,0,0,0,1,1,0,1,0,0,0,1,7,False
@user @user maybe used spic?nni sighed. usually first scene defend deborah b @url,1,0,0,1,0,0,0,1,0,1,0,0,0,2,14,False
absolute cunt. fucking point this? different shooting target range fucki @url,0,1,0,0,1,0,0,1,0,1,0,1,1,1,11,False
@user &lt; often difficult remember parody account! trump really much cunt,1,0,0,0,1,0,0,0,1,1,0,0,0,0,11,False
kinda funny emma fucking retarded lmak,0,1,1,0,0,0,0,1,0,1,0,0,0,1,6,False
@user know mongoloid mercury\'s timid bookworm trouble making friendsnn...oh,0,1,0,0,0,1,0,1,0,1,0,0,0,2,11,False
@user 40 lakh people illegal immigrants hard believe unimaginable immigrants ent @url,1,1,0,0,1,1,1,1,0,0,1,0,0,1,12,False
mongolia beautiful nature...#mongolia #mongol #nature #amazing @url,1,1,0,0,1,1,1,1,0,1,0,0,0,1,8,False
expect expired country like nigeria shithole fantastically corrupt one indeed. biafra natio @url,0,1,0,0,0,1,0,1,0,1,0,1,0,2,13,False
@user oooh noooo high pitch ching chong songs,1,0,0,0,1,0,0,1,0,1,0,0,0,2,8,False
@user @user that\'s real retarded sir.,0,0,0,1,0,1,0,1,0,1,0,0,0,1,7,False
y\'all hoes nasty retarded desperate.,1,1,0,0,1,1,1,1,0,1,0,0,0,2,6,False
conservatives really trying say austin mail bomber radical leftist terrorist,1,1,0,0,1,1,1,1,0,1,0,0,0,0,10,False
@user answer text faggot,1,0,0,0,1,0,0,1,0,1,0,0,0,2,4,False
got street harassed ignoring three men used language like ching chong me. ignored @url,0,1,0,0,0,1,0,1,0,1,0,0,0,2,14,False
@user bro go post ur toes retard,0,1,0,1,0,0,0,1,0,1,0,0,0,1,7,False
geert wilder dutch legislator states syrian refugees netherlands came syria safe. @url,1,0,0,0,1,0,0,1,0,1,0,0,0,2,12,False
coach fucking retard. @user,0,1,0,0,0,1,0,1,0,0,1,0,0,1,4,False
shithole countries i\'d never visit even paid millions. savage backward inhumane bastards @url,0,0,1,0,1,0,0,1,0,1,0,0,0,1,14,False
hut dwellers shithole countriesnnwow.nn @url,1,0,0,1,1,1,1,1,0,1,0,0,0,1,6,False
@user @user @user hope age 18 saying something utterly embarrassingly retarded.,0,0,0,1,0,1,0,1,0,1,0,0,0,1,11,False
like idol anti-nigger. make rules.,0,0,0,1,0,1,0,1,0,1,0,0,0,1,6,False
sometimes remember time whiny actual-slur-defending taylor swift fan tried claim cunt slur laugh,1,1,1,0,1,0,1,1,0,0,1,0,0,1,15,False
rt/like ramuda gc n- appreciate pink gremlins 24/7 n- scabby cunt ok nice pl @url,1,1,1,0,0,1,1,1,0,0,1,0,0,0,17,False
@user put nigger @url,0,1,0,0,0,1,0,1,0,1,0,1,0,1,4,False
@user he\'s embarrassing bit mongy.,0,0,0,1,0,1,0,1,0,1,0,0,0,2,6,False
ur suking guy turns faggot :/,0,1,0,0,0,1,0,0,1,1,0,0,0,1,5,False
@user absolute mad cunt,1,1,0,1,1,1,0,1,0,1,0,0,0,1,4,False
@user @user something wrong ur mindset maybe.. retarded guess,0,0,1,0,0,1,0,1,0,1,0,0,0,1,9,False
@user ching chong ling long translate,0,0,0,0,1,1,0,1,0,1,0,0,0,1,6,False
trio accused conspiring get illegal aliens mi driver\'s licenses @url via @user,0,1,0,0,0,1,0,1,0,0,1,0,0,1,13,False
@user faggot still @url,0,0,1,0,0,1,0,0,1,0,0,1,0,1,4,False
@user @user @user caribbean immigrants caribbean slaves african slaves. build united @url,0,1,0,0,0,1,0,1,0,1,0,0,0,2,12,False
countries shit? think want live shithole @url,0,1,1,1,0,1,1,1,0,1,0,0,1,1,7,False
@user @user another disgusting lying feminazi. man haters come from? @url,0,1,0,0,0,1,0,1,0,1,0,0,0,1,11,False
@user @user career criminal chinaman regular talker mention audibly enough last quarter 2014 al @url,0,1,1,1,0,1,1,1,0,1,0,0,0,1,15,False
really worry whole life say spic cracka nigga fag accident dont &amp; thats pc reme @url,0,0,0,1,1,0,0,1,0,0,1,0,1,0,16,False
retard basically say trumps fault! left anything divide country! @url,0,0,1,0,0,1,0,1,0,1,0,0,0,2,10,False
senator ching chong asking dumb questions get next-ed?,0,1,1,0,0,0,0,1,0,0,0,1,1,0,9,False
ggs @user talk shit lose retard,0,1,0,1,0,0,0,1,0,0,0,1,0,1,6,False
@user @user retard cutting across two lanes stopping,1,1,1,0,1,1,0,1,0,1,0,0,0,1,8,False
god i\'ll become dyke @url,0,1,1,0,0,0,0,1,0,0,1,0,0,2,6,False
me: *breathes*n@user faggot tingz,0,0,1,0,0,1,0,1,0,1,1,1,1,1,6,False
every cunt dog camo halloween,1,1,0,1,1,1,0,1,0,1,0,0,0,1,5,False
matty weir says lil wayne garbage mongoloid listen,1,1,0,0,0,0,0,1,0,1,0,0,0,1,8,False
@user love way holds mongy lipped twat,0,0,1,0,0,1,0,1,0,1,0,0,0,2,7,False
@user @user little raghead leprechauns running round studio?,0,1,0,0,0,1,0,1,0,1,0,0,0,2,8,False
tell somebody bout mongoloid?,0,1,1,0,0,0,0,1,0,1,0,0,0,1,4,False
lil xan looks like mongoloid,0,1,0,1,0,0,0,1,0,0,1,0,0,2,5,False
tf at????? side note dyke dumb thick  @url,0,0,0,1,1,0,0,1,0,1,1,1,0,0,8,False
thank god lost virginity nigger,0,1,0,0,0,1,0,1,0,1,0,0,0,1,5,False
wayne said keep mind im negro..so open mind gotta screen door @url,0,1,1,1,0,1,1,1,0,1,0,0,0,2,13,False
wise men say....... u faggot,0,0,0,1,0,1,0,0,1,1,0,0,0,1,5,False
fukem retard,0,1,0,0,1,0,0,1,0,1,0,1,0,0,2,False
tyronn lue retard,1,0,0,0,0,1,0,1,0,1,0,1,1,1,3,False
lichi?spic cool?,0,1,0,0,0,1,0,1,0,1,0,0,0,2,3,False
@user @user @user like rally\'s go mongoloid,0,1,0,0,0,1,0,1,0,1,0,0,0,1,8,False
@user fucking retard lmao,1,0,0,0,0,1,0,0,1,0,0,1,0,1,4,False
go back country beaner lmaoo @url,0,1,0,0,0,1,0,0,1,0,1,1,0,1,6,False
@user ok yeah know retarded dont get dad beat like last year,0,0,0,1,1,0,0,1,0,1,0,0,0,1,12,False
took 18 innings retard cost sweep bet somehow got me. #worldseriesgame3,0,0,0,1,0,1,0,1,0,0,1,0,0,1,11,False
@user ok recant statements yesterday due retard basically said backup qb @url,0,1,0,1,0,0,0,1,0,1,0,0,0,1,12,False
imagine sad tranny shagging cunt manager. thank fuck we\'ve got levein. @url,1,0,0,1,1,1,1,1,0,1,0,0,0,1,13,False
@user @user fucking spic know hit ,0,1,0,0,0,1,0,1,0,1,0,0,0,1,6,False
haha throwback third grade boy said ching chong ching chong pulled back eyes wasnt @url,0,1,0,0,0,1,0,1,0,1,0,0,0,1,15,False
@user @user fuck stupid political cunt,0,1,1,1,0,1,1,1,0,1,0,0,0,0,6,False
mercpine9 retard! xd #squiggybot,0,1,0,0,0,1,0,1,0,0,1,0,0,0,4,False
swedens pm continue pursue issue compelling countries accept quota refugees coming eu @url,0,0,0,1,1,0,0,1,0,0,1,0,1,1,13,False
probably cry bite pillow demand recount hypocritical twat loses seat next ge @url,1,0,0,0,0,1,0,1,0,1,1,1,1,0,13,False
getting paid 100/hr pick cotton &amp; call u nigger @url,0,0,0,1,0,1,0,1,0,1,0,0,0,2,11,False
marketbuy lowcap trash like retard?nnyes.nndid feel good?nnyes.nnwill get rekt?nnyes.,0,0,1,0,1,0,0,1,0,0,1,0,0,1,14,False
@user shut yo goofy ass nigga delete vid faggot,0,0,0,1,0,1,0,1,0,1,0,0,0,1,9,False
watched slender. worst retarded fucking movie ever seen life,0,1,1,1,1,1,0,1,0,1,0,0,0,1,9,False
want shithole country,0,1,0,0,0,1,0,1,0,0,0,1,0,1,3,False
keep mind im negro open mind got screen door #carterv,0,0,0,0,1,1,0,1,0,1,0,0,0,2,10,False
@user murican tiping tradition like aint u already getting paid retard?,1,1,1,1,1,0,0,1,0,1,0,0,0,1,11,False
@user spot ....... chris say anything reaction\' sutton ... he\'s quite soup-taker yet g @url,0,1,0,0,0,1,0,1,0,1,1,0,0,1,15,False
ppl @user school: fuck ching chong music?,1,1,0,1,1,1,0,1,0,1,0,0,0,2,7,False
@user i\'m calling raghead bismarck byombo money,0,0,0,0,1,1,0,1,0,1,0,0,0,0,8,False
said women know drive?... daft twat  @url,0,0,0,1,1,0,0,1,0,1,0,0,0,1,7,False
@user well call faggot back?,0,1,0,0,0,1,0,1,0,0,0,1,0,1,5,False
@user another neo-nazi retard you?,0,0,0,0,1,1,0,1,0,1,0,0,0,0,6,False
negro must forgotten hes tv criticize attack black people..... coon!? @url,0,1,0,0,0,1,0,1,0,1,0,0,0,1,11,False
kinda gutted get hours extra sleep. yes know i\'m hong kong moment. yes know i\'m greedy twat.,0,0,1,0,0,1,0,1,0,1,1,0,0,0,19,False
@user ok retard,1,0,0,0,0,0,1,1,0,1,0,0,0,1,3,False
@user lol cunt,0,0,1,0,0,1,0,1,0,1,0,0,0,0,3,False
cesar sayoc\'s retarded free speech normie tier though insane. reason suspect he\'d mad bomber via fac @url,0,0,0,0,1,1,0,0,1,1,0,0,0,1,19,False
saw dyke look like lil boosie kinda fine though,0,0,0,1,1,0,0,1,0,0,1,0,0,1,9,False
@user true usually get called fucking spic get searched times reason,1,0,0,0,0,0,1,1,0,1,0,0,0,2,11,False
@user dude shut fuck up. fucking 3 year old fat suit. disrespectful cunt. reas @url,0,1,0,0,0,1,0,1,0,1,1,1,1,1,15,False
hmmm...doesn\'t fit trump\'s profiling description mexican muslim black foreign shithole cou @url,1,1,1,0,1,0,1,1,0,1,0,0,1,0,15,False
much retard think nationalist= white nationalist. @url,1,1,0,1,1,1,0,1,0,1,0,0,0,1,7,False
@user says homo orders chilli chicken wraps goes costa. thats gay get faggot,1,1,0,1,1,1,0,0,1,1,0,1,0,1,13,False
cos nigger slave worth thousand lines code.,0,0,0,1,1,0,0,1,0,1,1,1,1,1,7,False
im eating showering wasting pleasantries cunt. @url,0,0,0,1,1,0,0,1,0,1,0,0,0,1,7,False
who\'s paying new phone. lucky faggot that\'s  message @url,0,0,0,1,1,0,0,1,0,1,0,0,0,2,11,False
terrorist week still: right-wing. white-guy. ever was.nnso take restaurant whining leftist mob @url,0,0,0,1,1,0,0,1,0,1,0,1,1,1,16,False
@user u retarded sumething libtard?,0,1,0,0,0,1,0,1,0,1,0,0,0,1,5,False
outside snow faling ching chong,0,0,0,1,1,0,0,1,0,1,0,0,0,1,5,False
@user brother law used horrendous toh told stop tight twat ,1,1,1,1,1,0,0,1,0,1,1,1,1,1,10,False
faggot ass bitch.,1,1,0,1,1,1,0,1,0,1,1,1,1,2,3,False
liecheatoffendupsetangerdisrespectalienatebully generally cunt can\'t surprised grow old lonely,1,1,0,1,1,1,0,1,0,1,0,0,0,1,9,False
@user @user banturds worst mass murderers ever. retarded know whit @url,0,0,0,1,1,0,0,1,0,0,0,1,0,1,11,False
@user @user term 45 used awhile ago certain country\'s (shithole places) thats wha @url,0,0,1,0,0,1,0,1,0,1,0,0,0,1,15,False
@user @user might\'ve real issue shithole countries called shitholes. @url,0,1,0,0,1,0,0,1,0,1,0,0,0,1,11,False
fucking bad cheeesus.. self righteous cunt. @url,1,1,0,1,0,1,1,0,1,1,0,1,0,1,7,False
@user twat really say this? sadly almost sounds like might believably words? surel @url,0,0,1,0,0,1,0,1,0,1,0,1,0,1,14,False
@user @user yelling ching chong racist. period.,0,0,0,1,0,0,1,1,0,1,0,0,0,2,7,False
@user croatia want neither anyone else!! po back shithole country!!,0,0,1,0,0,1,0,1,0,1,0,0,0,1,10,False
wifi acting retarded .. see y\'all tomorrow comcast,1,1,0,1,1,1,0,1,0,1,0,0,0,1,8,False
join us global journey walking 1 million kilometres side side migrants refugees.,0,0,1,0,0,1,0,1,0,0,1,0,0,1,12,False
dropshot bo4 youre fucking faggot,0,1,0,1,0,0,0,1,0,1,0,0,0,1,5,False
@user @user south african living native country shithole according trump lik @url,0,0,0,1,1,0,0,1,0,1,1,0,0,0,12,False
normal people laugh: hehe *cute smile*... laughing: hahahahahahahahahahahahaha *claps hands like retarded seal*,1,0,0,0,0,0,1,1,0,1,1,0,0,1,13,False
ching chong day long,0,0,0,1,1,0,0,1,0,1,0,0,0,2,4,False
measures opt keep premises  office kitchen break/lunch rooms uddf9 spic &amp; span @url,0,0,1,0,1,0,0,1,0,1,0,0,0,1,14,False
@user @user susan ask?? go back come ok  nand forget buy stream mono,0,0,0,1,1,0,0,1,0,0,0,1,0,1,13,False
- anonymous started emerging activism retard masksn- parts 4chan supported ideologies followi @url,0,1,0,0,0,1,0,1,0,1,0,0,0,1,12,False
share three lucky mongol 2 pencils pass upcat @url,0,1,1,1,1,1,0,1,0,1,0,0,0,1,9,False
@user whats ching chong bling blong,0,0,0,1,0,1,0,1,0,1,0,0,0,2,6,False
rondo got retarded,0,1,1,1,1,1,0,1,0,1,0,0,0,2,3,False
ok thought proper human i\'m actually mongoloid,0,1,1,1,1,1,0,1,0,0,1,0,0,1,8,False
@user witnessing cultural shift resulting illegal aliens entering country ass @url,0,0,0,1,0,1,0,0,1,1,0,0,0,1,11,False
today @user birthday cunts happy bday cute faggot,1,1,1,1,1,0,0,1,0,1,0,0,0,0,8,False
@user @user i\'ll fight dyke @url,0,1,1,1,1,1,0,1,0,1,0,0,0,1,7,False
lhhhh wtf i\'m weak. girl retarded. lmfao,0,1,0,0,0,1,0,1,0,1,0,0,0,1,8,False
peter:nmichelle: shut fucking faggot loser. musty bitch. go die hole,1,1,0,1,0,1,1,1,0,0,0,1,0,2,11,False
okay white @url,0,0,0,1,0,1,0,1,0,0,1,0,0,1,3,False
@user @user @user @user thread twat.nnyou literally said it\' @url,0,0,0,1,0,1,0,1,0,1,1,0,0,1,11,False
david laid unnatural looking cunt world,0,1,0,0,0,1,0,1,0,0,1,0,0,1,6,False
@user he\'s mentally ill sick twat. # ynwa,1,1,0,0,1,1,1,0,1,1,0,0,0,2,8,False
@user @user refused entry countries made stay shithole helped dig.,0,1,1,1,1,1,0,1,0,1,0,0,0,1,10,False
would even happy india losing match stat mafia would shut mouth this. nnbut sadly chinaman.,0,0,0,1,0,1,0,1,0,1,0,0,0,1,15,False
...fun hear brother refer faggot thinks can\'t hear him.,1,0,0,0,0,0,1,1,0,1,0,0,0,1,10,False
@user mongy jonny come lately doubt. remember going 2010 3-400 home fan @url,0,0,1,1,1,1,1,1,0,0,1,0,0,0,14,False
#maga assholes turned america shithole country...,0,1,0,0,0,1,0,1,0,0,0,1,0,0,6,False
i\'ll spit dyke ass get beat bitch @user,0,0,1,0,1,0,0,1,0,1,0,1,1,2,9,False
@user dumb. dumb. hooe dumb. eat shit racist twat,1,0,0,0,0,0,1,1,0,1,1,1,1,1,9,False
@user john flower faggot weighs 700 pounds lives college dorm refrigerator,0,1,1,1,1,1,0,1,0,0,0,1,0,1,11,False
@user would head butted twat much sooner 2 minutes 20 seconds haha well ,1,0,0,0,0,0,1,0,1,1,0,0,0,2,13,False
@user @user ice arresting people looking hispanic arresting illegal aliens.,0,0,0,0,1,1,0,1,0,1,0,0,1,2,10,False
@user @user wow really mongoloid hahahahaha can\'t stop laughing. jesus christ. ebt available 1800s?,0,0,0,0,1,1,0,1,0,1,0,0,0,1,15,False
@user one u stupid retard,1,0,0,0,0,1,0,1,0,1,0,0,0,1,5,False
@user @user they\'re illegal aliens immigrants. get straight!,0,1,0,0,0,1,0,1,0,1,0,0,0,1,9,False
trump fucking mongoloid saying protection fucking synagogue??nngo take fa @url,0,0,0,0,1,1,0,0,1,0,0,1,0,0,11,False
one time got called raghead leicester ^2,0,0,0,0,1,1,0,1,0,0,1,0,0,1,7,False
@user cunt #snowflake,1,1,0,0,1,1,1,0,1,1,0,0,0,1,3,False
oh fuck silly wetback cunt,1,1,0,1,1,0,0,0,1,1,0,0,0,1,5,False
@user @user @user like \'media mongol\'...?,0,0,0,1,1,0,0,1,0,1,0,0,0,1,6,False
@user shitting right? watched every single leftist completely ignore elizabeth warren prov @url,1,1,0,0,1,1,1,1,0,1,0,0,0,1,13,False
drink tap water i\'m coffee addict instagram faggot,0,0,0,1,1,0,0,1,0,1,0,0,0,2,9,False
here\'s retard  trying use non functional brain spread hatred. @url,0,0,0,1,1,0,0,1,0,1,0,0,0,1,11,False
@user family guy holds bars stuff say  racist sexist lot never change ugly cunt complains,1,0,1,1,1,1,0,1,0,0,1,0,0,2,15,False
@user still faggot,0,0,0,1,1,0,0,0,1,1,0,1,0,1,3,False
@user  ya twat ! nnalthough may download it...looks like handy stuff know... especially condition ,1,0,1,1,1,1,0,1,0,1,1,0,0,1,14,False
kept saying faggot left hhhhhh @url,0,0,0,1,1,0,0,1,0,0,1,0,0,2,6,False
call faggot yeah i\'m drinking tea,1,0,0,0,1,0,0,1,0,0,1,0,0,0,7,False
@user chicoms love brainwash minorities. soros chicom mongol.,1,0,1,1,1,1,0,1,0,1,0,0,0,1,8,False
steven taylor twat. nnross aloisi going mental.#brivwel,0,0,0,1,1,0,0,0,1,1,0,0,0,1,8,False
shit cunt  @url,1,1,0,0,0,0,0,1,0,1,1,0,1,2,3,False
tell something... kind faggot runs around christmas sweater?,0,0,0,1,1,0,0,1,0,1,0,0,0,1,8,False
@user turn us shithole country one would want come to. (so far adm @url,0,1,1,1,1,1,0,1,0,1,0,0,0,1,14,False
also show boring even s1 riverdale interesting dyke icon cheryl blossom,0,0,0,0,1,1,0,1,0,1,0,0,0,1,11,False
#magabomber fucking way hell anybody would send bomb themselves.nnthats retarded. you\'r @url,0,1,0,0,1,0,0,1,0,1,0,0,1,1,14,False
@user u look retard face ,0,0,0,1,1,0,0,1,0,1,0,0,0,2,5,False
mdrn world hs frame. whoevr dont suit frame bigot.dis intellectual terrorism n victims wudnt even knw r victim.,0,1,0,1,0,0,0,1,0,1,0,0,0,0,19,False
@user elected retard,0,1,0,0,0,1,0,1,0,1,0,0,0,1,3,False
@user faggot cunt,1,1,0,1,1,0,1,0,1,1,0,1,0,1,3,False
@user @user @user @user see mean retarded conservative supporters.. po @url,0,1,0,0,0,1,0,1,0,1,1,0,0,1,11,False
@user @user lol. dreamers arent illegal aliens.,0,0,1,0,1,0,0,1,0,1,1,0,0,1,7,False
damn shawty called nigger got suspended like 3 seconds lmao @url,1,0,1,0,1,1,1,1,0,0,1,1,0,2,11,False
point possibly retarded .,0,0,0,1,1,0,0,1,0,1,0,0,0,1,3,False
listening watching kwame nkrumah\'s achievement country africa large media hubs @url,1,0,0,0,1,0,0,1,0,0,1,0,0,1,12,False
florida shithole country,0,1,0,0,0,1,0,1,0,1,0,0,0,0,3,False
think translates nyou twat  @url,1,0,0,0,1,1,0,1,0,1,0,1,0,1,5,False
@user imagine mentally retarded understand usage term stan means suic @url,0,1,0,0,0,1,0,1,0,1,0,0,0,2,11,False
bull dyke beating hot lezzie fems down. @url,0,0,0,0,0,1,1,1,0,1,0,0,0,1,8,False
imagine given birth nigger @url,0,1,0,0,0,1,0,1,0,0,1,1,0,1,5,False
attention: shithole countries coming nice,0,1,0,0,0,1,0,1,0,0,0,1,1,1,5,False
take shit face ya daft muzzie twat!! @url,1,1,1,0,1,1,0,1,0,1,0,0,0,0,8,False
cant possibly imagine stepping 6 plate bench lmfao. retarded. chest would explode. ,0,1,0,0,0,1,0,1,0,1,0,0,0,1,12,False
here\'s example lowlife scumbags us who\'s trying spoil taliban name.nthis retarded fanatic torturer cl @url,1,0,1,1,1,1,0,1,0,1,0,0,0,1,18,False
@user @user @user @user girl thought u meant ching chong chun-li bitch...,1,1,1,0,1,1,0,1,0,1,0,0,0,2,13,False
@user mosquitoes exist bring disease suffering,1,0,0,0,1,0,0,1,0,1,1,0,0,0,6,False
@user remember threw fork called spic love memories,0,0,0,0,1,1,0,1,0,1,0,0,0,1,8,False
@user tweety bird live nest mongoloid watch show,1,0,0,0,0,1,0,1,0,1,0,0,0,1,8,False
fuck dutch retard (armoo) collabed 6ix9ine... literally everyone hates,0,1,0,1,0,0,0,1,0,1,0,0,0,1,9,False
think i\'m retard wait real lawyer put together going federal penitentiary kno @url,0,0,0,0,1,1,0,1,0,1,0,0,0,1,14,False
@user gotcha. always fan seeing faggot-word wild.,0,0,0,0,1,1,0,1,0,1,0,0,0,1,8,False
ching chong ling long!,0,1,0,1,1,1,1,1,0,0,1,0,0,0,4,False
what\'s big spotty cunt half way back? @url,0,0,0,0,1,1,0,1,0,1,1,0,0,2,9,False
dear ching chong ling longs expect react go rich ma?,1,1,0,0,0,0,0,1,0,0,0,1,1,1,10,False
refugees: [displacement increases risk #statelessness - living limbo: europe\'s stateless refugees @url via @user,0,0,0,0,1,1,0,1,0,1,1,0,0,1,14,False
@user @user read lore-joe 10 minutes agonfuckig christ joe shut hell fucking mongoloid,0,0,0,0,1,1,0,1,0,1,0,0,0,1,14,False
bro got called early theres delivery lol run fat sweaty balls bosses stinky stink face faggot,0,0,0,0,1,1,0,1,0,0,0,1,0,0,16,False
u imagine retarded? u know like president?! even arrest 56-year-old suspect cesar @url,1,1,0,0,0,0,0,1,0,1,0,0,0,1,15,False
im cunt wen im ready!! dnt test,0,0,0,0,1,1,0,1,0,0,1,0,1,1,7,False
- syria seen least 500000 deaths 11 million refugees. nothing happened libya comes clos,0,1,0,0,0,0,1,1,0,0,1,1,0,1,13,False
@user nigga half retarded god bc caption say fruit loopsn box fruit loops @url,1,1,0,0,0,0,0,1,0,1,0,1,0,2,14,False
@user cunt,1,0,0,0,0,1,0,1,0,1,0,0,0,1,2,False
@user like cunt,0,1,0,0,1,0,0,1,0,1,0,0,0,1,3,False
@user fax send beats nigger,1,0,0,0,0,1,0,1,0,1,0,0,0,1,5,False
get aids test thompson cus\' wife\'s dude faggot! - mr. garrison #southpark,1,0,0,0,0,1,0,1,0,0,0,1,0,3,12,False
@user meaning ur country globally recognized rather shithole,1,0,0,0,0,1,0,1,0,1,0,0,0,1,8,False
becoming shithole country,1,1,0,0,0,0,0,1,0,1,0,0,0,1,3,False
holy crap ching chong font @url,1,0,0,0,0,1,0,1,0,1,1,1,1,1,6,False
@user @user @user hear canada nice like immigrants. sayin!,1,0,0,0,0,1,0,1,0,1,1,1,1,1,9,False
seeing united fans making jokes helicopter crash last night new level retarded.,1,1,0,0,0,0,0,1,0,1,0,0,0,1,12,False
@user chinese area weak. would personally go ching chong crazy access orange chicken regularly.,0,0,0,0,1,1,0,1,0,1,0,1,0,2,14,False
@user time self teach entirely abstract language learn favorite ching chong boys saying,1,0,0,0,0,1,0,1,0,1,0,1,0,2,13,False
@user embarrassment!! secondly twat must really be!!,1,1,0,1,1,0,1,1,0,1,0,0,0,1,7,False
@user better example black person calling spanish people spic and/or wetback.,1,0,0,0,0,1,0,1,0,1,1,1,1,2,12,False
ha ha witness bouncing like fat lardy twat front clip  @url,1,0,0,0,1,0,0,1,0,1,0,0,0,1,11,False
sound radio show paso robles today. discuss illegal aliens voting community safety mor @url,0,0,0,0,1,0,1,1,0,0,1,0,1,0,14,False
@user suck whole dick make 100k yearly bitch proven facts look job faggot di @url,1,0,0,1,0,0,0,1,0,1,0,0,0,1,15,False
@user left guy expecting us work left faggot,1,0,0,1,0,0,0,0,1,1,0,0,0,2,8,False
really walking around tailgate today high pterodactyl twat.,1,0,0,1,0,0,0,1,0,1,1,0,1,1,8,False
@user lol. people retarded. one greats doubt need come u @url,0,1,0,0,0,1,0,1,0,1,0,0,0,1,11,False
@user @user @user says refugees never committed terrorism us. @url,1,1,0,0,0,0,0,1,0,0,1,0,0,0,10,False
like mingyu\'s dyke girlfriend,1,0,0,1,0,0,0,1,0,1,0,0,0,2,5,False
@user @user man can\'t take dodgers fan anymore retard coach,0,1,0,1,1,1,1,1,0,1,0,0,0,1,11,False
@user @user typical celtic cunt,1,0,0,1,0,0,0,1,0,1,0,0,0,1,5,False
